corpus,row,model,label,position
counselchat,13,GPT,DIR,0.10016155088852989
counselchat,13,GPT,FIX,0.10016155088852989
counselchat,13,GPT,RECT,0.12654819601507808
counselchat,13,GPT,DIR,0.12654819601507808
counselchat,13,GPT,RECT,0.16908992999461497
counselchat,13,GPT,DIR,0.16908992999461497
counselchat,13,GPT,NAC,0.24771136241249328
counselchat,13,GPT,RECT,0.2929456112008616
counselchat,13,GPT,DIR,0.2929456112008616
counselchat,13,GPT,DIR,0.32794830371567046
counselchat,13,GPT,NAC,0.3672590199246096
counselchat,13,GPT,DIR,0.4168012924071082
counselchat,13,GPT,NAC,0.43564889606892837
counselchat,13,GPT,VAC,0.43564889606892837
counselchat,13,GPT,SAC,0.501884760366182
counselchat,13,GPT,DIR,0.5551965535810447
counselchat,13,GPT,RECT,0.5551965535810447
counselchat,13,GPT,RECT,0.589122240172321
counselchat,13,GPT,RECT,0.6225094238018309
counselchat,13,GPT,RECT,0.6483575659666129
counselchat,13,GPT,SAC,0.6795907377490576
counselchat,13,GPT,DIR,0.7442110931610124
counselchat,13,GPT,RECT,0.7442110931610124
counselchat,13,GPT,DIR,0.7668282175551966
counselchat,13,GPT,DIR,0.782444803446419
counselchat,13,GPT,RECT,0.782444803446419
counselchat,13,GPT,DIR,0.8228325255788906
counselchat,13,GPT,RECT,0.8486806677436726
counselchat,13,GPT,DIR,0.9046849757673667
counselchat,13,GPT,RECT,0.9046849757673667
counselchat,13,GPT,SAC,0.9305331179321487
carebench,229,Gemini,VAC,0.0
carebench,229,Gemini,SAC,0.07103150092649783
carebench,229,Gemini,RECT,0.13218035824583077
carebench,229,Gemini,DIR,0.33600988264360715
carebench,229,Gemini,RECT,0.33600988264360715
carebench,229,Gemini,DIR,0.36812847436689317
carebench,229,Gemini,RECT,0.36812847436689317
carebench,229,Gemini,DIR,0.4119827053736875
carebench,229,Gemini,NAC,0.47807288449660285
carebench,229,Gemini,VAC,0.5602223594811612
carebench,229,Gemini,DIR,0.6528721432983323
carebench,229,Gemini,RECT,0.6528721432983323
carebench,229,Gemini,DIR,0.7183446571957999
carebench,229,Gemini,DIR,0.7745521927115503
carebench,229,Gemini,RECT,0.7745521927115503
carebench,229,Gemini,DIR,0.8684373069796171
carebench,229,Gemini,RECT,0.8684373069796171
carebench,229,Gemini,NAC,0.9221741815935763
carebench,229,Gemini,DIR,0.9684990735021618
carebench,268,GPT,VAC,0.0
carebench,268,GPT,NAC,0.06469500924214418
carebench,268,GPT,AUR,0.08441158348736907
carebench,268,GPT,DIR,0.12446087492298213
carebench,268,GPT,TEN,0.18545902649414664
carebench,268,GPT,NAC,0.2858903265557609
carebench,268,GPT,DIR,0.3179297597042514
carebench,268,GPT,RECT,0.3807763401109057
carebench,268,GPT,DIR,0.43930991990141716
carebench,268,GPT,DIR,0.5280345040049291
carebench,268,GPT,DIR,0.5459026494146642
carebench,268,GPT,DIR,0.6149106592729513
carebench,268,GPT,DIR,0.6475662353666051
carebench,268,GPT,NAC,0.7017868145409735
carebench,268,GPT,RECT,0.7578558225508318
carebench,268,GPT,DIR,0.8434996919285275
carebench,268,GPT,DIR,0.8841651263093038
carebench,268,GPT,DIR,0.9568699938385705
hope,181,Claude,VAC,0.0
hope,181,Claude,TEN,0.05521472392638037
hope,181,Claude,LMT,0.04141104294478527
hope,181,Claude,VAC,0.07745398773006135
hope,181,Claude,SAC,0.16104294478527606
hope,181,Claude,NAC,0.22085889570552147
hope,181,Claude,AUR,0.27300613496932513
hope,181,Claude,AUR,0.36119631901840493
hope,181,Claude,DIR,0.45245398773006135
hope,181,Claude,VAC,0.4892638036809816
hope,181,Claude,SAC,0.6434049079754601
hope,181,Claude,AUR,0.6541411042944786
hope,181,Claude,QCL,0.6932515337423313
hope,181,Claude,TEN,0.7599693251533742
hope,181,Claude,RECT,0.6932515337423313
hope,181,Claude,SAC,0.8588957055214724
hope,181,Claude,QCL,0.9562883435582822
carebench,84,GPT,VAC,0.0
carebench,84,GPT,LMT,0.03170028818443804
carebench,84,GPT,AUR,0.07550432276657061
carebench,84,GPT,DIR,0.1250720461095101
carebench,84,GPT,DIR,0.14755043227665707
carebench,84,GPT,DIR,0.22478386167146974
carebench,84,GPT,DIR,0.26455331412103744
carebench,84,GPT,RECT,0.3216138328530259
carebench,84,GPT,DIR,0.3867435158501441
carebench,84,GPT,DIR,0.4495677233429395
carebench,84,GPT,DIR,0.5100864553314121
carebench,84,GPT,DIR,0.5492795389048991
carebench,84,GPT,RECT,0.5902017291066283
carebench,84,GPT,DIR,0.7170028818443804
carebench,84,GPT,DIR,0.7953890489913544
carebench,84,GPT,DIR,0.8334293948126801
carebench,140,Gemini,VAC,0.0
carebench,140,Gemini,NAC,0.03577712609970674
carebench,140,Gemini,LMT,0.0750733137829912
carebench,140,Gemini,VAC,0.1941348973607038
carebench,140,Gemini,NAC,0.21524926686217008
carebench,140,Gemini,DIR,0.27624633431085044
carebench,140,Gemini,RECT,0.2961876832844575
carebench,140,Gemini,TSH,0.3466275659824047
carebench,140,Gemini,DIR,0.3671554252199413
carebench,140,Gemini,NAC,0.3671554252199413
carebench,140,Gemini,DIR,0.41818181818181815
carebench,140,Gemini,DIR,0.4662756598240469
carebench,140,Gemini,DIR,0.5079178885630499
carebench,140,Gemini,SAC,0.5079178885630499
carebench,140,Gemini,DIR,0.5601173020527859
carebench,140,Gemini,TSH,0.6217008797653959
carebench,140,Gemini,DIR,0.6375366568914956
carebench,140,Gemini,QOP,0.6856304985337244
carebench,140,Gemini,QOP,0.8240469208211144
carebench,140,Gemini,QOP,0.9096774193548387
carebench,207,Gemini,VAC,0.0
carebench,207,Gemini,VAC,0.019965772960638905
carebench,207,Gemini,SAC,0.09412435824301198
carebench,207,Gemini,AUR,0.11922418710781517
carebench,207,Gemini,DIR,0.11922418710781517
carebench,207,Gemini,TEN,0.12378779235596121
carebench,207,Gemini,TEN,0.20422133485453509
carebench,207,Gemini,DIR,0.1802624073017684
carebench,207,Gemini,AUR,0.3017683970336566
carebench,207,Gemini,DIR,0.3017683970336566
carebench,207,Gemini,AUR,0.35310895607529946
carebench,207,Gemini,DIR,0.35310895607529946
carebench,207,Gemini,DIR,0.3890473474044495
carebench,207,Gemini,AUR,0.47290359383913294
carebench,207,Gemini,TEN,0.484312606959498
carebench,207,Gemini,DIR,0.5288077581289219
carebench,207,Gemini,AUR,0.5795778665145465
carebench,207,Gemini,DIR,0.5795778665145465
carebench,207,Gemini,DIR,0.6719908727895038
carebench,207,Gemini,AUR,0.7381631488876212
carebench,207,Gemini,DIR,0.7381631488876212
carebench,207,Gemini,DIR,0.8248716486023959
carebench,207,Gemini,AUR,0.9092983456930975
carebench,207,Gemini,DIR,0.9092983456930975
carebench,207,Gemini,AUR,0.9537934968625214
carebench,207,Gemini,DIR,0.9537934968625214
hope,200,Qwen,SAC,0.0
hope,200,Qwen,VAC,0.02581438229870928
hope,200,Qwen,NAC,0.10325752919483712
hope,200,Qwen,VAC,0.18131530424093423
hope,200,Qwen,LMT,0.2267977873386601
hope,200,Qwen,AUR,0.26429010448678547
hope,200,Qwen,TEN,0.26429010448678547
hope,200,Qwen,DIR,0.34111862323294406
hope,200,Qwen,TSH,0.34111862323294406
hope,200,Qwen,AUR,0.4615857406269207
hope,200,Qwen,LMT,0.47387830362630606
hope,200,Qwen,TEN,0.5261216963736939
hope,200,Qwen,AUR,0.5261216963736939
hope,200,Qwen,NAC,0.6164720344191764
hope,200,Qwen,QOP,0.7559926244622004
hope,200,Qwen,TEN,0.8617086662569146
hope,200,Qwen,AUR,0.9557467732022127
hope,200,Qwen,LMT,0.9655808236017209
hope,200,Qwen,TEN,0.9815611555009219
pair,5,Llama,AUR,0.0
pair,5,Llama,DIR,0.07712305025996534
pair,5,Llama,QOP,0.14991334488734837
pair,5,Llama,RECT,0.3630849220103986
pair,5,Llama,DIR,0.7590987868284229
pair,5,Llama,SIN,0.8847487001733102
pair,9,Human,VAC,0.0
pair,9,Human,LMT,0.17012448132780084
pair,9,Human,VAC,0.4024896265560166
pair,9,Human,VAC,0.5767634854771784
carebench,219,Llama,SAC,0.0
carebench,219,Llama,NAC,0.0854853072128228
carebench,219,Llama,NAC,0.176313446126447
carebench,219,Llama,DIR,0.30008904719501334
carebench,219,Llama,DIR,0.402493321460374
carebench,219,Llama,SAC,0.4844167408726625
carebench,219,Llama,DIR,0.572573463935886
carebench,219,Llama,DIR,0.6562778272484416
carebench,219,Llama,NAC,0.7720391807658059
carebench,219,Llama,DIR,0.8682101513802315
pair,31,Qwen,VAC,0.0
pair,31,Qwen,TEN,0.0
pair,31,Qwen,LMT,0.05817610062893082
pair,31,Qwen,VAC,0.0649895178197065
pair,31,Qwen,AUR,0.0649895178197065
pair,31,Qwen,NAC,0.149895178197065
pair,31,Qwen,VAC,0.19077568134171907
pair,31,Qwen,AUR,0.19077568134171907
pair,31,Qwen,SAC,0.2945492662473795
pair,31,Qwen,DIR,0.34276729559748426
pair,31,Qwen,FIX,0.3757861635220126
pair,31,Qwen,TSH,0.3757861635220126
pair,31,Qwen,DIR,0.4439203354297694
pair,31,Qwen,AUR,0.4439203354297694
pair,31,Qwen,DIR,0.5047169811320755
pair,31,Qwen,DIR,0.550314465408805
pair,31,Qwen,DIR,0.5723270440251572
pair,31,Qwen,DIR,0.610062893081761
pair,31,Qwen,DIR,0.6682389937106918
pair,31,Qwen,RECT,0.7389937106918238
pair,31,Qwen,DIR,0.7389937106918238
pair,31,Qwen,FIX,0.7389937106918238
pair,31,Qwen,DIR,0.7788259958071279
pair,31,Qwen,AUR,0.7788259958071279
pair,31,Qwen,DIR,0.8207547169811321
pair,31,Qwen,RECT,0.9156184486373166
pair,31,Qwen,DIR,0.9156184486373166
carebench,97,Human,TSH,0.0
carebench,97,Human,QOP,0.5790960451977402
carebench,97,Human,QCL,0.7344632768361582
counselchat,2,Llama,NAC,0.0
counselchat,2,Llama,NAC,0.03507728894173603
counselchat,2,Llama,DIR,0.12247324613555291
counselchat,2,Llama,RECT,0.16884661117717004
counselchat,2,Llama,DIR,0.26397146254458975
counselchat,2,Llama,RECT,0.28894173602853745
counselchat,2,Llama,DIR,0.4179548156956005
counselchat,2,Llama,RECT,0.460166468489893
counselchat,2,Llama,DIR,0.4762187871581451
counselchat,2,Llama,RECT,0.5552913198573127
counselchat,2,Llama,DIR,0.5552913198573127
counselchat,2,Llama,RECT,0.643281807372176
counselchat,2,Llama,DIR,0.7045184304399524
counselchat,2,Llama,RECT,0.7300832342449465
counselchat,2,Llama,DIR,0.7300832342449465
counselchat,2,Llama,RECT,0.8049940546967895
counselchat,2,Llama,DIR,0.8246135552913199
counselchat,2,Llama,RECT,0.8656361474435196
counselchat,2,Llama,RECT,0.9036860879904876
counselchat,2,Llama,RECT,0.9542211652794292
hope,55,Qwen,TEN,0.0041109969167523125
hope,55,Qwen,LMT,0.08633093525179857
hope,55,Qwen,QCL,0.31963001027749227
hope,55,Qwen,NAC,0.4193216855087359
hope,55,Qwen,QCL,0.6022610483042138
hope,55,Qwen,VAC,0.6392600205549845
hope,55,Qwen,SAC,0.8273381294964028
hope,55,Qwen,QOP,0.9229188078108942
hope,94,Human,QCL,0.0
hope,94,Human,LMT,0.0
carebench,304,Claude,VAC,0.053156146179401995
carebench,304,Claude,VIN,0.07308970099667775
carebench,304,Claude,SAC,0.2026578073089701
carebench,304,Claude,SAC,0.29966777408637874
carebench,304,Claude,NAC,0.3215946843853821
carebench,304,Claude,AUR,0.3787375415282392
carebench,304,Claude,QCL,0.47109634551495017
carebench,304,Claude,DIR,0.546843853820598
carebench,304,Claude,DIR,0.5940199335548173
carebench,304,Claude,DIR,0.6352159468438539
carebench,304,Claude,RECT,0.6352159468438539
carebench,304,Claude,DIR,0.7966777408637874
carebench,304,Claude,RECT,0.7966777408637874
carebench,304,Claude,SAC,0.8724252491694352
carebench,304,Claude,ASAC,0.9269102990033222
carebench,304,Claude,QOP,0.9541528239202658
hope,44,GPT,TEN,0.0
hope,44,GPT,VAC,0.050505050505050504
hope,44,GPT,NAC,0.050505050505050504
hope,44,GPT,DIR,0.1891643709825528
hope,44,GPT,NAC,0.1891643709825528
hope,44,GPT,DIR,0.29201101928374656
hope,44,GPT,DIR,0.32323232323232326
hope,44,GPT,NAC,0.32323232323232326
hope,44,GPT,DIR,0.4830119375573921
hope,44,GPT,VAC,0.4830119375573921
hope,44,GPT,DIR,0.5243342516069789
hope,44,GPT,NAC,0.5243342516069789
hope,44,GPT,QCL,0.5766758494031221
hope,44,GPT,SEN,0.6556473829201102
hope,44,GPT,DIR,0.7603305785123967
hope,44,GPT,SAC,0.7603305785123967
hope,44,GPT,DIR,0.8108356290174472
hope,44,GPT,RECT,0.8108356290174472
hope,44,GPT,SAC,0.8962350780532599
hope,44,GPT,SEN,0.9136822773186409
hope,71,Claude,VAC,0.0
hope,71,Claude,LMT,0.07123775601068566
hope,71,Claude,SAC,0.1647373107747106
hope,71,Claude,QOP,0.2315227070347284
hope,71,Claude,QCL,0.2902938557435441
hope,71,Claude,QCL,0.3455031166518255
hope,71,Claude,NAC,0.4479073909171861
hope,71,Claude,QOP,0.6340160284951024
hope,71,Claude,NAC,0.6821015138023152
hope,71,Claude,QCL,0.792520035618878
hope,71,Claude,ASAC,0.8744434550311665
hope,71,Claude,SAC,0.9652715939447908
carebench,168,GPT,VAC,0.0
carebench,168,GPT,AUR,0.08663819402074435
carebench,168,GPT,DIR,0.174496644295302
carebench,168,GPT,RECT,0.2684563758389262
carebench,168,GPT,DIR,0.28798047589993897
carebench,168,GPT,RECT,0.28798047589993897
carebench,168,GPT,DIR,0.38682123245881633
carebench,168,GPT,RECT,0.38682123245881633
carebench,168,GPT,DIR,0.5088468578401464
carebench,168,GPT,RECT,0.5088468578401464
carebench,168,GPT,DIR,0.6375838926174496
carebench,168,GPT,NAC,0.6796827333740085
carebench,168,GPT,SAC,0.837705918242831
carebench,168,GPT,SAC,0.9261744966442953
carebench,271,Qwen,VAC,0.0
carebench,271,Qwen,NAC,0.05625717566016074
carebench,271,Qwen,AUR,0.10734787600459242
carebench,271,Qwen,DIR,0.20493685419058552
carebench,271,Qwen,DIR,0.31343283582089554
carebench,271,Qwen,TSH,0.38346727898966704
carebench,271,Qwen,DIR,0.4161882893226177
carebench,271,Qwen,LMT,0.4500574052812859
carebench,271,Qwen,DIR,0.4781859931113662
carebench,271,Qwen,DIR,0.563719862227325
carebench,271,Qwen,DIR,0.6389207807118255
carebench,271,Qwen,DIR,0.7003444316877153
carebench,271,Qwen,DIR,0.7204362801377727
carebench,271,Qwen,NAC,0.7807118254879449
carebench,271,Qwen,DIR,0.8398392652123995
carebench,271,Qwen,DIR,0.9035591274397244
carebench,271,Qwen,RECT,0.9506314580941446
carebench,26,Llama,TEN,0.0
carebench,26,Llama,AUR,0.0
carebench,26,Llama,TEN,0.07796917497733455
carebench,26,Llama,AUR,0.07796917497733455
carebench,26,Llama,DIR,0.14052583862194015
carebench,26,Llama,TEN,0.21396192203082504
carebench,26,Llama,NAC,0.21396192203082504
carebench,26,Llama,TEN,0.3109700815956482
carebench,26,Llama,DIR,0.3626473254759746
carebench,26,Llama,RECT,0.3626473254759746
carebench,26,Llama,DIR,0.40253853127833183
carebench,26,Llama,RECT,0.40253853127833183
carebench,26,Llama,DIR,0.4814143245693563
carebench,26,Llama,RECT,0.4814143245693563
carebench,26,Llama,TEN,0.6509519492293744
carebench,26,Llama,DIR,0.6509519492293744
carebench,26,Llama,RECT,0.6509519492293744
carebench,26,Llama,TEN,0.7379873073436083
carebench,26,Llama,NAC,0.7379873073436083
carebench,26,Llama,TEN,0.8186763372620127
carebench,26,Llama,DIR,0.8658204895738894
carebench,26,Llama,RECT,0.8658204895738894
carebench,77,Llama,SAC,0.0
carebench,77,Llama,SAC,0.07641196013289037
carebench,77,Llama,NAC,0.20930232558139536
carebench,77,Llama,SAC,0.30564784053156147
carebench,77,Llama,SAC,0.4169435215946844
carebench,77,Llama,SAC,0.5631229235880398
carebench,77,Llama,SAC,0.6719269102990033
carebench,77,Llama,SAC,0.7657807308970099
carebench,77,Llama,SAC,0.882890365448505
counselchat,15,Qwen,VAC,0.0
counselchat,15,Qwen,SAC,0.03080433542498574
counselchat,15,Qwen,TEN,0.05533371363377068
counselchat,15,Qwen,AUR,0.13234455219623503
counselchat,15,Qwen,DIR,0.2875071306332002
counselchat,15,Qwen,RECT,0.36965202509982886
counselchat,15,Qwen,DIR,0.49743297204791787
counselchat,15,Qwen,RECT,0.5367940673131774
counselchat,15,Qwen,DIR,0.6936679977181974
counselchat,15,Qwen,DIR,0.8841985168282943
counselchat,15,Qwen,VAC,0.934968625213919
counselchat,15,Qwen,NAC,0.966343411294923
counselchat,14,Qwen,SAC,0.0
counselchat,14,Qwen,NAC,0.0626118067978533
counselchat,14,Qwen,VAC,0.15324985092426952
counselchat,14,Qwen,VAC,0.2248062015503876
counselchat,14,Qwen,LMT,0.27549194991055453
counselchat,14,Qwen,NAC,0.35360763267740014
counselchat,14,Qwen,NAC,0.42277877161598093
counselchat,14,Qwen,DIR,0.5509838998211091
counselchat,14,Qwen,VAC,0.5867620751341681
counselchat,14,Qwen,VAC,0.6112104949314252
counselchat,14,Qwen,VAC,0.7674418604651163
counselchat,14,Qwen,VAC,0.8521168753726893
counselchat,14,Qwen,DIR,0.9165175909361956
counselchat,14,Qwen,VAC,0.9373881932021467
hope,280,Claude,VAC,0.0
hope,280,Claude,SAC,0.0
hope,280,Claude,VAC,0.0508595988538682
hope,280,Claude,NAC,0.12822349570200572
hope,280,Claude,LMT,0.2184813753581662
hope,280,Claude,VAC,0.2184813753581662
hope,280,Claude,SAC,0.3330945558739255
hope,280,Claude,VAC,0.3330945558739255
hope,280,Claude,AUR,0.3954154727793696
hope,280,Claude,VIN,0.3954154727793696
hope,280,Claude,VAC,0.5193409742120344
hope,280,Claude,QOP,0.5644699140401146
hope,280,Claude,QCL,0.6568767908309455
hope,280,Claude,DIR,0.7836676217765043
hope,280,Claude,QCL,0.8767908309455588
hope,280,Claude,SAC,0.9570200573065902
hope,198,Llama,VAC,0.0
hope,198,Llama,AUR,0.0
hope,198,Llama,VAC,0.09240121580547113
hope,198,Llama,AUR,0.09240121580547113
hope,198,Llama,VAC,0.15987841945288753
hope,198,Llama,AUR,0.15987841945288753
hope,198,Llama,VAC,0.24620060790273557
hope,198,Llama,AUR,0.24620060790273557
hope,198,Llama,DIR,0.31124620060790276
hope,198,Llama,NAC,0.36534954407294834
hope,198,Llama,SAC,0.36534954407294834
hope,198,Llama,DIR,0.40790273556231005
hope,198,Llama,DIR,0.45653495440729486
hope,198,Llama,RECT,0.5495440729483283
hope,198,Llama,DIR,0.5495440729483283
hope,198,Llama,DIR,0.6164133738601824
hope,198,Llama,QOP,0.7015197568389058
hope,198,Llama,QOP,0.7398176291793314
hope,198,Llama,DIR,0.764741641337386
hope,198,Llama,DIR,0.8376899696048632
hope,198,Llama,QOP,0.8729483282674773
hope,198,Llama,QOP,0.9367781155015198
hope,150,Qwen,VAC,0.0
hope,150,Qwen,NAC,0.03408210689388071
hope,150,Qwen,SAC,0.21301316808675447
hope,150,Qwen,ASAC,0.31061192873741283
hope,150,Qwen,TEN,0.3718048024786987
hope,150,Qwen,DIR,0.47714949651433
hope,150,Qwen,RECT,0.5243996901626646
hope,150,Qwen,SEN,0.47714949651433
hope,150,Qwen,DIR,0.5809450038729667
hope,150,Qwen,SAC,0.8195197521301317
hope,150,Qwen,QOP,0.8404337722695585
hope,150,Qwen,QCL,0.91711851278079
hope,150,Qwen,MEN,0.9891556932610379
carebench,61,Qwen,AUR,0.0
carebench,61,Qwen,DIR,0.0
carebench,61,Qwen,FIX,0.09688013136288999
carebench,61,Qwen,DIR,0.09688013136288999
carebench,61,Qwen,TEN,0.09688013136288999
carebench,61,Qwen,DIR,0.1620142309797482
carebench,61,Qwen,DIR,0.2594417077175698
carebench,61,Qwen,DIR,0.28078817733990147
carebench,61,Qwen,DIR,0.3470169677066229
carebench,61,Qwen,DIR,0.4362342638204707
carebench,61,Qwen,DIR,0.5385878489326765
carebench,61,Qwen,DIR,0.6732348111658456
carebench,61,Qwen,DIR,0.7454844006568144
carebench,61,Qwen,DIR,0.8035030103995622
carebench,61,Qwen,DIR,0.8440065681444991
carebench,61,Qwen,DIR,0.89272030651341
carebench,61,Qwen,DIR,0.9545703338806787
hope,328,Llama,LMT,0.0
hope,328,Llama,VAC,0.2375886524822695
hope,328,Llama,TEN,0.28250591016548465
hope,328,Llama,SAC,0.4739952718676123
hope,328,Llama,DIR,0.5555555555555556
hope,328,Llama,QCL,0.764775413711584
hope,328,Llama,QCL,0.8900709219858156
hope,196,Claude,MEN,0.0
hope,196,Claude,DIR,0.012066365007541479
hope,196,Claude,TSH,0.04675716440422323
hope,196,Claude,LMT,0.1138763197586727
hope,196,Claude,LMT,0.15384615384615385
hope,196,Claude,DIR,0.18401206636500755
hope,196,Claude,AUR,0.248868778280543
hope,196,Claude,VAC,0.42081447963800905
hope,196,Claude,QOP,0.46907993966817496
hope,196,Claude,TEN,0.5015082956259427
hope,196,Claude,LMT,0.6040723981900452
hope,196,Claude,LMT,0.6266968325791855
hope,196,Claude,NAC,0.6636500754147813
hope,196,Claude,DIR,0.7352941176470589
hope,196,Claude,QCL,0.7647058823529411
hope,196,Claude,SEN,0.8024132730015083
hope,196,Claude,QOP,0.9328808446455505
hope,311,Human,LMT,0.08108108108108109
hope,311,Human,TEN,0.581081081081081
counselchat,9,Human,SIN,0.0
counselchat,9,Human,DIR,0.2900355871886121
counselchat,9,Human,RECT,0.42526690391459077
counselchat,9,Human,DIR,0.42526690391459077
counselchat,9,Human,NIN,0.6423487544483986
counselchat,9,Human,DIR,0.798932384341637
hope,232,Qwen,SEN,0.0
hope,232,Qwen,AUR,0.0
hope,232,Qwen,TEN,0.0
hope,232,Qwen,LMT,0.0774487471526196
hope,232,Qwen,DIR,0.13382687927107062
hope,232,Qwen,FIX,0.3001138952164009
hope,232,Qwen,TSH,0.3001138952164009
hope,232,Qwen,DIR,0.530751708428246
hope,232,Qwen,DIR,0.7340546697038725
hope,232,Qwen,DIR,0.8132118451025057
hope,232,Qwen,DIR,0.9407744874715261
hope,232,Qwen,VAC,0.0
hope,232,Qwen,VAC,0.04328018223234624
hope,232,Qwen,NAC,0.13382687927107062
hope,232,Qwen,NAC,0.2266514806378132
hope,232,Qwen,NAC,0.530751708428246
hope,232,Qwen,NAC,0.7340546697038725
hope,232,Qwen,NAC,0.8132118451025057
hope,232,Qwen,NAC,0.9407744874715261
hope,232,Qwen,SAC,0.2266514806378132
hope,232,Qwen,SAC,0.7340546697038725
hope,232,Qwen,ASAC,0.3001138952164009
hope,232,Qwen,ASAC,0.4510250569476082
hope,232,Qwen,ASAC,0.7340546697038725
hope,232,Qwen,ASAC,0.8132118451025057
hope,232,Qwen,RECT,0.3001138952164009
hope,232,Qwen,RECT,0.4510250569476082
hope,232,Qwen,RECT,0.7340546697038725
hope,232,Qwen,RECT,0.8132118451025057
carebench,219,Gemini,VAC,0.0
carebench,219,Gemini,LMT,0.03720663995420721
carebench,219,Gemini,DIR,0.14768174012593016
carebench,219,Gemini,RECT,0.21007441327990842
carebench,219,Gemini,DIR,0.27876359473382945
carebench,219,Gemini,DIR,0.35489410417859185
carebench,219,Gemini,DIR,0.406983400114482
carebench,219,Gemini,DIR,0.477389811104751
carebench,219,Gemini,DIR,0.5397824842587292
carebench,219,Gemini,DIR,0.5672581568402977
carebench,219,Gemini,DIR,0.6273611906124785
carebench,219,Gemini,DIR,0.6519748139668002
carebench,219,Gemini,DIR,0.7046365197481397
carebench,219,Gemini,DIR,0.7607326846021751
carebench,219,Gemini,DIR,0.8815111619919863
carebench,219,Gemini,DIR,0.9204350314825415
carebench,219,Gemini,DIR,0.9404693760732684
carebench,229,GPT,SAC,0.0
carebench,229,GPT,TEN,0.03941730934018852
carebench,229,GPT,TEN,0.05912596401028278
carebench,229,GPT,DIR,0.20479862896315337
carebench,229,GPT,RECT,0.20479862896315337
carebench,229,GPT,DIR,0.2579263067694944
carebench,229,GPT,SAC,0.3041988003427592
carebench,229,GPT,DIR,0.38217652099400173
carebench,229,GPT,RECT,0.38217652099400173
carebench,229,GPT,RECT,0.46872322193658955
carebench,229,GPT,DIR,0.46872322193658955
carebench,229,GPT,NAC,0.6983718937446444
carebench,229,GPT,DIR,0.7934875749785776
carebench,229,GPT,SAC,0.8980291345329906
hope,155,Gemini,SEN,0.0
hope,155,Gemini,VAC,0.0
hope,155,Gemini,SAC,0.06073619631901841
hope,155,Gemini,DIR,0.06073619631901841
hope,155,Gemini,SEN,0.09938650306748466
hope,155,Gemini,LMT,0.12822085889570553
hope,155,Gemini,NAC,0.1656441717791411
hope,155,Gemini,SEN,0.2865030674846626
hope,155,Gemini,SEN,0.3374233128834356
hope,155,Gemini,DIR,0.38220858895705523
hope,155,Gemini,LMT,0.3576687116564417
hope,155,Gemini,DIR,0.4349693251533742
hope,155,Gemini,RECT,0.5343558282208589
hope,155,Gemini,DIR,0.5343558282208589
hope,155,Gemini,RECT,0.6312883435582822
hope,155,Gemini,DIR,0.6312883435582822
hope,155,Gemini,RECT,0.656441717791411
hope,155,Gemini,DIR,0.656441717791411
hope,155,Gemini,RECT,0.7766871165644171
hope,155,Gemini,DIR,0.7766871165644171
hope,155,Gemini,RECT,0.7889570552147239
hope,155,Gemini,DIR,0.7889570552147239
hope,155,Gemini,SEN,0.8478527607361963
hope,155,Gemini,LMT,0.8668711656441718
hope,155,Gemini,NAC,0.8907975460122699
hope,155,Gemini,DIR,0.9386503067484663
hope,232,Llama,TEN,0.0
hope,232,Llama,AUR,0.08578284343131373
hope,232,Llama,VAC,0.15956808638272346
hope,232,Llama,NAC,0.1889622075584883
hope,232,Llama,NAC,0.23095380923815237
hope,232,Llama,SAC,0.2891421715656869
hope,232,Llama,DIR,0.3683263347330534
hope,232,Llama,RECT,0.4055188962207559
hope,232,Llama,QCL,0.4331133773245351
hope,232,Llama,RECT,0.519496100779844
hope,232,Llama,QCL,0.5392921415716857
hope,232,Llama,RECT,0.6574685062987402
hope,232,Llama,QOP,0.6802639472105579
hope,232,Llama,RECT,0.7858428314337133
hope,232,Llama,SAC,0.9262147570485902
hope,349,Human,VAC,0.038461538461538464
hope,349,Human,MEN,0.20512820512820512
hope,349,Human,VAC,0.23397435897435898
hope,349,Human,TSH,0.3974358974358974
hope,349,Human,TSH,0.7339743589743589
hope,254,Claude,SAC,0.0
hope,254,Claude,TEN,0.053824362606232294
hope,254,Claude,LMT,0.18696883852691218
hope,254,Claude,AUR,0.23158640226628896
hope,254,Claude,DIR,0.29249291784702547
hope,254,Claude,DIR,0.4468838526912181
hope,254,Claude,QOP,0.5594900849858357
hope,254,Claude,DIR,0.6381019830028328
hope,254,Claude,NAC,0.726628895184136
hope,254,Claude,TEN,0.8342776203966006
hope,254,Claude,QOP,0.9383852691218131
carebench,348,Qwen,VAC,0.0
carebench,348,Qwen,SAC,0.01817180616740088
carebench,348,Qwen,DIR,0.05726872246696035
carebench,348,Qwen,DIR,0.14262114537444934
carebench,348,Qwen,DIR,0.1844713656387665
carebench,348,Qwen,DIR,0.2681718061674009
carebench,348,Qwen,DIR,0.34140969162995594
carebench,348,Qwen,DIR,0.4185022026431718
carebench,348,Qwen,DIR,0.44218061674008813
carebench,348,Qwen,DIR,0.5154185022026432
carebench,348,Qwen,DIR,0.5671806167400881
carebench,348,Qwen,DIR,0.6266519823788547
carebench,348,Qwen,DIR,0.6905286343612335
carebench,348,Qwen,DIR,0.7813876651982379
carebench,348,Qwen,DIR,0.8397577092511013
carebench,348,Qwen,DIR,0.9008810572687225
carebench,348,Qwen,DIR,0.9509911894273128
